<<<<<<< HEAD
﻿Provience,Location,Weather,Traveltype,Accommodation,Address,Perpersonbudget,Activities
Central,Kandy,Cold,Spiritual,MARVEL HILLS - KANDY,"NO 20,GEORGE E DE SILVA MAWATHA, KANDY",19600,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,THE BEAUTY HILLS RESIDENCE,"NO.19\12, P.L.P ALWIS MAWATHA, KANDY.",15800,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,RIVER VALLEY RESIDENCE,"4/A/2,GANGA ADDARA ROAD,LEWELLAGAMA,GUNNEPANA,20270",16100,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,KANDY UYAN APARTMENT,"35/22 1/1, DHARMASOKA MAWATHA, KANDY",16400,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,AMBA VILLA,"26/A, NITHULEMADU, RAJAWELLA, DIGANA, KANDY",13500,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,REVERIE HILL BUNGALOW,"40/8D, HILPANKADURA MAWATHA, KANDY",22600,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,EAGLE LODGE,"EAGLE LODGE, VICTORIA GOLF RESORT, DIGANA",25100,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,TRAVELLERS HOME,"538 (67/11), GOHAGODA ROAD, KATUGASTOTA",20400,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,SKYLINE MOUNT BUNGALOW,"236/29,SUMMER FIELD SUMMIT, ANGUNAWELA, PERADENIYA",22400,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,THE CASTLE OF KANDY,"NO:147/22, DHARMASHOKA MW, LEWELLA, KANDY",18300,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,CAMBELS LANE FOREST VIEW,"20/17A, 1ST LANE, SIYAMBALAGASTENNA ROAD, KANDY",16700,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,JAYAVIMANA,"NO.147/20, DHARMASHOKA MAWATHA, LEWELLA, KANDY",15200,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,SANUPA VILLA KANDY,"NO. 09 MAHAWELI BREEZE,,MALIGATHENNA GURUDENIYA,,KANDY.",9500,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,GRANARY HOME STAY,"NO 80,,PAMUNUWA,,PILIMATALAWA.",11200,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,GREAT HOSPITALITY IN HILL COUNTRY,"NO 8/4 A ,,MADDEPATANA,AMPIYIYA",35000,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,KEVINS VILLA,"36/12,SANGARAJA MAWATHA,KANDY",24000,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,EVERGREEN HOMESTAY,"NO..33,MABLE COORAY MAVATHA,PRIMROSEGARDEN,KANDY",4300,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,RIVORICH RESIDENCE,"NO 8/6, RIVERSIDE GARDEN, SIRIMALWATTA,,GUNNEPANA,KANDY",23800,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,LUMBINI INN,"NO 7,L,PARADISE GARDEN, LEWKE MAWATHA,WAHUGAPITIYA.,,PUSSELLAWA",33900,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,KANDY HILL VIEW HOME STAY,"50/10,,UPLANDS,,KANDY.",23900,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,AVAANA BY SPRINGHILLS,"103/2, DOOLWALA,,HALLOLUWA,KANDY",23400,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,LAKESIDE LODGE KANDY,"36/1,SANGARAJA MAWATHE,KANDY",15800,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,VILLA ARUNALU KANDY,"NO 383/D ILLUKMODARA ESTATE,THENNEKUMBURA,KANDY",21500,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,AMALI HOME STAY,"258/C, BOWALAWATTE, KANDY",29500,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,ANNIWATTE COTTAGE,"4/36, PITAKANDA ROAD, ANNIWATTE, KANDY",20500,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,ALPINE RIDGE APARTMENT,"8/8 A, PITAKANDA ROAD, ARUPPOLA, KANDY",16500,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,SELFCATE-KANDY,"NO. 29/262A, SHANTHI KUMAR RAMASINGHE MAWATHA, AMPITIYA ROAD, KANDY",7300,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,STUDIO 165,"NO 165/2/1, D.S. SENANAYAKE VEEDIYA, KANDY",14900,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,WICK'S RESIDENCE,"106 B, RANAWANA, KATUGASTOTA",31800,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,BEE VIEW HOME STAY,"71/B/1-A, HANTHANA HOUSING SCHEME, HANTHANA, KANDY",26200,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,RIVER SIDE HOME STAY APPARTMENT,"5/2A, MALIGATHENNE WATTHA,GANGA ADDARA MW,LEWELLEGAMA,GUNNEPANA",29100,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,CHAYA HILLS KANDY,"ROSLIN HILL ESTATE,HINDAGALA,PERADENIYA,KANDY",4700,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,TRAVELLERS REST HOME,"13C, BUWANEKABA ROAD, SINGHEPITIYA, GAMPOLA",20400,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,SERENE GRAND HOTEL,"NO.113, RAJAPIHILLA MAWATHA, KANDY",17900,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,THE TOURMALINE,"ANNIEWATTE, KANDY",12400,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,HOTEL THILANKA,"NO.3,SANGAMITTA MAWATHA,KANDY.",10500,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,BINVINO,"GAMPOLA WATTA, NARANVITA, GAMPOLA.",24200,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,HANTANE SHADOW RESORT,"SPRING HILL ESTATE,HEERASSAGALA,KANDY",4900,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,HELGAS FOLLY,"NO.70,RAJAPIHILLA MAWATHA,KANDY.",26000,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,QUEENS HOTEL,"NO:04,DALADA VEEDIYA,KANDY",20100,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,HOTEL SUISSE,"NO:30,SANGARAJA MAWATHA,KANDY",12900,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,THE SWISS RESIDENCE,"NO:23,BAHIRAWAKANDA,KANDY",13500,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,TREE OF LIFE,"YAHALATENNA,BARIGAMA,WERELLAGAMA,KANDY.",31200,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,MADULKELLE TEA & ECO LODGE,"RICHLAND ROAD, MADULKELLE.",19300,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,AMAARA SKY HOTEL,"72/22, A. B. DAMUNUPOLA MAWATHA, KANDY.",22800,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,GALAVILLA BOUTIQUE HOTEL & SPA,"AGAWATTA ESTATE MORAGOLLA,THALATHUOYA KANDY",23400,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Central,Kandy,Cold,Spiritual,SKYLOFT KANDY,"NO.26, DAZZLING RANGE, THAPODARAMAYA ROAD, HANTANA, KANDY.",44100,"Worship tooth relic,Hiking,Photography, Meditation,Sightseeing tours,Flower arranging classes,Gardening workshops"
Sabaragamuwa,Kegalle,Breeze,Spiritual,ROSYTH ESTATE HOUSE,"ROSYTH ESTATE,PUSSELLA,KEGALLE",20400,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,ELEPHANT REACH VILLA,"NO 686, KEGALLE - RAMBUKKANA ROAD, PINNAWALA",11700,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,DIYAGAL VILLA,"42, PITAWALA ROAD, HIRIWADUNNA, PINNAWALA, RAMBUKKANA",19500,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,KADUGANNAWA REACH,"YATANTALE, UDAMULLA",26800,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,AMBASEVANA WALAUWA,"ARANAYAKE ROAD,USSAPITIYA,KEGALLE.",33700,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,HOTEL ELEPHANT VIEW,"PINNAWALA, RAMBUKKANA",6300,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,ISHAN HOTEL,"NO. 583, COLOMBO ROAD, UTUWANKANDA, MAWANELLA",58500,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,CEYLAN HOTEL,"""IVIES B"",HATTON ROAD,YATIYANTOTA",16400,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,KITHULGALA REST HOUSE,KITHULGALA,13100,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,HOTEL ELEPHANT BAY,"PINNAWALA, RAMBUKKANA",13800,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,HOTEL CHAMPIS,"KEGALLE ROAD,HIRIWADUNNA",33700,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,OLD BRIDGE INN,"NO.84, COLOMBO ROAD, ALAWWA.",16100,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,PLANTATION HOTEL,"NO. 250,KALUKOHUTHENNA,KITHULGALA",11600,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,SISILA TOURIST INN,"KURUNAGALA RD,AMBEPUSSA,WARAKAPOLA",8600,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,UP COUNTRY REST & HOLIDAY HOME,"WELAMITA WANGUWA,GUNETHANNA,HINGULA",30300,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,RANKETH RESTAURANT & INN,"RANWALA,KEGALLE.",35000,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,EARL'S CHATEAU,"NO. 09, WINSTONE, WICKRAMASINGHE MAWATHA, KEGALLE",26000,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,HOTEL SADEEPA,"GANETENNA, HINGULLA",15200,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,HOTEL TARAGON,"NO. 546, KURUNEGALA ROAD, THULHIRIYA",42100,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,KURULUKELAY INN,"NO. 17, ALBERT SENEVIRATNA MAWATHA, KEGALLE",52800,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,HOTEL HESHANI,"NO:176/1,WALAWWATTE,KEGALLE",11500,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,NIPUNA REST,"NO.821,MEEPITIYA,KEGALLE.",28400,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,HOTEL RANDIV,"562/1A,KANDY RD,MEEPITIYA,KEGALLE",16800,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,RANGANA REST,"KANDY ROAD, WARAKAPOLA",14500,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,AMBEPUSSA REST HOUSE,"AMBEPUSSA, WARAKAPOLA",31500,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,THE TALDUWA MANOR,"MALWATTE LEISURE RESORTS, TALDUWA ESTATE, IRRACHT DIIVISION, HATTON ROAD, DEHIOWITA",28300,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,AARYA HOTEL,"KOLONGALLA ESTATE,RANDENIYA,HIRIWADUNNA",14500,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,GRINDLAYS REGENCY,"RANWALA ROAD,ALAWATTE,ALAWWA",22800,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,PALM STONE RETREAT,"KOSKANUWALA WATTA,MAHABAGE,KITHULGALA,",18000,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,MAOYA RETREAT HOTEL,"PINNAWALA RIVER RANGE(BANGALA WATHTHA),ANDIRIMADA,HIRIWADUNNA,KEGALLE",21200,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,GREEN VIEW HOME STAY,"631/1, SRI SUNANDA MAWATHA, UTHUWANKANDA, MAWANELLA",25800,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,NARATALE HOME STAY,"NARATALE ESTATE, HELVETIA DIVISION, AMITIRIGALA",8800,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,MAHAGEDARA HOME STAY,"MAHAGEDARA,PADAWIGAMPOLA, YATAGAMA, RAMBUKKANA",11900,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,MAHIE,"39, IVORY VILLAGE, YATIKOTAGAMA ROAD, PINNAWALA, RAMBUKKANA",22800,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,SUWANI PINNAWALA HOME STAY.,"PINNA LANDA WATTA,BATHABURAYA,RAMBUKKANA.",17400,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,JUNGLE VILLAGE HOMESTAY,"A-92,,GALPOLA,,MOLAGODA,",20400,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,GALAGODA WALAWWA,"PUWAKMOTE, YATAGAMA, RAMBUKKANA",12200,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,HOTEL PICTURESQUE,"NO:503,THEMBILIYANA ESTATE,DEHIOWITA",46000,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Sabaragamuwa,Kegalle,Breeze,Spiritual,VILLA PINNAWALA AND RESTAURANT,"PINNALANDA WATTE,PINNAWALA, RAMBUKKANA",42700,"Visit Elephant Freedom Project,White Water Rafting in Kitulgala,Climbing and Trekking,Child-oriented Family tour in Sri Lanka & Beach Holidays"
Northern,Kilinochchi,Extreme hot,Relaxing,HOTEL SELLA REST,"NO.46, KANAKAPURAM ROAD, UTHAYANGAR WEST, KILINOCHCHI.",62300,"Visit Chundikulam National Park,Visit Killinochchi War Memorial Monument,Visit Kilinochchi War Memorial,Visit Kumaran Textiles,Bird Watching,Visit Nature & Parks"
Northern,Kilinochchi,Extreme hot,Relaxing,A9 SPOT,"158,A9 ROAD,THONDAMAN NAGAR, KILINOCHCHI.",10500,"Visit Chundikulam National Park,Visit Killinochchi War Memorial Monument,Visit Kilinochchi War Memorial,Visit Kumaran Textiles,Bird Watching,Visit Nature & Parks"
Northern,Kilinochchi,Extreme hot,Relaxing,ALL IN ONE REST,"INNER ROAD,KILLINOCHCHI",18100,"Visit Chundikulam National Park,Visit Killinochchi War Memorial Monument,Visit Kilinochchi War Memorial,Visit Kumaran Textiles,Bird Watching,Visit Nature & Parks"
Northern,Kilinochchi,Extreme hot,Relaxing,STAR REST,"KANDY ROAD,PARANTHAN",19200,"Visit Chundikulam National Park,Visit Killinochchi War Memorial Monument,Visit Kilinochchi War Memorial,Visit Kumaran Textiles,Bird Watching,Visit Nature & Parks"
Northern,Kilinochchi,Extreme hot,Relaxing,THANU REST,"UDAYA NAGAR WEST ,OFF KANDY ROAD,KILLINOCHCHI",12500,"Visit Chundikulam National Park,Visit Killinochchi War Memorial Monument,Visit Kilinochchi War Memorial,Visit Kumaran Textiles,Bird Watching,Visit Nature & Parks"
Northern,Kilinochchi,Extreme hot,Relaxing,J.J.GUEST HOUSE,"KANDY ROAD,PALAI",25500,"Visit Chundikulam National Park,Visit Killinochchi War Memorial Monument,Visit Kilinochchi War Memorial,Visit Kumaran Textiles,Bird Watching,Visit Nature & Parks"
North Western,Kurunegala,Hot,City life,BROOK BOUTIQUE,"ALI PALLAMA, MADAHAPOLA ROAD, MELSIRIPURA",5500,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,RICHARDS,"NO. 08, SAMADHI MAWATHA, WELLANGOLLA ROAD, KURUNEGALA",12000,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,COCO PALMS,"COCO PALMS, YAKKALA ESTATE, TANK ROAD, IBBAGAMUWA",12000,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,KIZUNA HOUSE,"MEEGAHAPALLASSA JUNCTION, MEEGAHAPALLASSA, WELIPANNAGAHAMULLA",18200,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,COCOWORLD BUNGALOW,"MALIGAWA ESTATE,RANAWIRU SIRI NANDANA MAWATHA,HAMMALIYA,BANDARA KOSWATTA",15200,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,ADS BUNGALOW,"NO.156/14, 2ND STAGE, ANDAGALA ESTATE, BAMUNUGEDARA, KURUNEGALA.",17300,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,WHITE HOUSE FAMILY STAY,"GREEN VILLAGE, WELAGANE, MASPOTHA,KURUNEGALA",10400,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,GIRIULLA MAOYA ELEPHANT VILLA,"UDARA STATE, MASNORUWA, GIRIULLA",11800,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,HOTEL YAPAHUWA PARADISE,"KINGDOM ROAD,YAPAHUWA,MAHO",52300,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,HOTEL ATHGIRI,"NO. 344-350, KANDY ROAD, KURUNEGALA",8500,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,BUWANEKA HOTEL AND RESTAURANT,"NO 01,DAMBULLA ROAD,KURUNEGALA",9600,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,VIVEKA GUEST HOUSE,"64,NORTH LAKE ROAD,KURUNAGALA.",8200,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,HOTEL RAJIU PALACE,"NO. 69, GREEN STATE, BINGIRIYA",21500,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,SOBA LANKA HOLIDAY RESORT,"BALAWATTALA ROAD, MELSIRIPURA.",7300,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
